id,lad_name,house_price,imd_score,income_score,employment_score,edu_score,health_score,crime_score,housing_barriers_score,living_envir_score,income_decile,employment_decile,edu_decile,health_decile,crime_decile,housing_barriers_decile,living_envir_decile
E09000022,Lambeth,538281.4881,25.79724719,0.156269663,0.097314607,10.74001124,0.168511236,0.542421348,28.43951685,44.06363483,4.095505618,5.016853933,7.179775281,4.758426966,3.415730337,3.101123596,1.752808989
E09000023,Lewisham,437653.8719,26.86936095,0.166201183,0.107692308,14.08095858,0.07952071,0.397112426,34.73467456,36.22089349,3.668639053,4.461538462,6.343195266,5.082840237,3.881656805,2.071005917,2.568047337
E09000024,Merton,566448.209,14.34733065,0.098225806,0.063370968,9.003645161,-0.636201613,-0.067419355,22.09540323,29.12707258,6.330645161,7.241935484,7.701612903,7.709677419,5.766129032,5.056451613,3.516129032
E09000025,Newham,380977.7409,29.77107927,0.17152439,0.096414634,18.0509939,-0.010640244,0.466268293,49.44382317,31.84605488,3.420731707,4.87195122,5.213414634,5.487804878,3.646341463,1,3.097560976
E09000026,Redbridge,447228.0132,16.90785093,0.118614907,0.071900621,10.95642236,-0.74910559,0.284701863,27.59378261,24.99302484,5.204968944,6.459627329,7.130434783,8.267080745,4.354037267,3.453416149,4.236024845
E09000027,Richmond upon Thames,731984.8158,9.423121739,0.063982609,0.050521739,3.487626087,-1.377286957,-0.060704348,17.41528696,26.70606957,7.826086957,8.12173913,9.234782609,9.347826087,5.808695652,6.634782609,3.87826087
E09000028,Southwark,549657.2336,26.04128916,0.163692771,0.100710843,11.09124096,0.124349398,0.481608434,32.63690361,36.04058434,3.987951807,4.837349398,7.096385542,4.84939759,3.608433735,2.361445783,2.584337349
E09000029,Sutton,423016.0417,13.82028099,0.09361157,0.069090909,11.8278843,-0.575396694,-0.183041322,22.59854545,21.06964463,6.520661157,6.950413223,7.090909091,7.636363636,6.231404959,4.884297521,5.140495868
E09000030,Tower Hamlets,472001.0813,27.97045833,0.190722222,0.104694444,16.96238889,0.209861111,0.519222222,30.31984028,33.23554167,3.25,4.763888889,5.798611111,4.541666667,3.548611111,2.659722222,3
E09000031,Waltham Forest,463811.0181,25.13693056,0.151694444,0.094916667,16.97402083,-0.161993056,0.408527778,36.25046528,34.03589583,4.118055556,5.076388889,5.555555556,6.138888889,3.826388889,1.833333333,2.715277778
E09000032,Wandsworth,688022.0966,16.42026257,0.105061453,0.064167598,6.428860335,-0.403603352,0.11750838,26.73786592,32.67858101,5.955307263,7.100558659,8.441340782,7.016759777,5.044692737,3.810055866,3.022346369
E09000033,Westminster,1180655.37,20.33184375,0.133554688,0.0909375,8.320632813,-0.835445313,0.124828125,23.19948438,41.11934375,5.3984375,5.9375,7.921875,7.578125,5.0078125,4.546875,1.9375
